pgID,pgChr,pgOrd,IM62,L1,S1
11664,chr2,2094,Migut.B00996.1.v2.0,MgL1_02g09850.1,MgS1_02g09480.1
11665,chr2,2095,Migut.B01010.1.v2.0,MgL1_02g10040.1,MgS1_02g09490.1
11666,chr2,2096,,,MgS1_02g09500.1
11667,chr2,2097,Migut.B01009.1.v2.0|Migut.B01009.3.v2.0+|Migut.B01009.4.v2.0+|Migut.B01009.2.v2.0+,MgL1_02g10020.1,MgS1_02g09510.1
11668,chr2,2099,,MgL1_02g10000.1,MgS1_02g09530.1
4337,chr2,2100,,MgL1_02g10030.1,
11669,chr2,2100,Migut.B01008.1.v2.0,MgL1_02g10010.1,MgS1_02g09540.1|MgS1_02g09520.1+
11670,chr2,2101,,,MgS1_02g09550.1
4338,chr2,2101.5,Migut.B01007.1.v2.0,,
11671,chr2,2102,Migut.B01006.1.v2.0,MgL1_02g09990.1,MgS1_02g09560.1
11672,chr2,2103,Migut.B01005.1.v2.0,MgL1_02g09980.1,MgS1_02g09570.1
11673,chr2,2104,Migut.B01004.1.v2.0,MgL1_02g09970.1,MgS1_02g09580.1
11674,chr2,2105,Migut.B01003.1.v2.0,MgL1_02g09960.1,MgS1_02g09590.1
11675,chr2,2106,Migut.B01000.1.v2.0|Migut.B01000.2.v2.0+,MgL1_02g09940.1,MgS1_02g09600.1
4339,chr2,2106.66666666667,,MgL1_02g09920.1,
11676,chr2,2107,,,MgS1_02g09610.1
4340,chr2,2107.33333333333,Migut.B01017.1.v2.0|Migut.B01017.1.v2.0,MgL1_02g09910.1,
11677,chr2,2108,Migut.B01002.1.v2.0,MgL1_02g09900.1,MgS1_02g09620.1
11678,chr2,2109,,,MgS1_02g09630.1
11679,chr2,2110,Migut.B01012.1.v2.0,MgL1_02g10070.1,MgS1_02g09640.1
11680,chr2,2111,Migut.B01013.1.v2.0,MgL1_02g10080.1,MgS1_02g09650.1
4341,chr2,2111.5,Migut.B01014.1.v2.0,,
11681,chr2,2112,Migut.B01015.1.v2.0,MgL1_02g10090.1,MgS1_02g09660.1
4342,chr2,2112.66666666667,Migut.B01016.1.v2.0,,
11682,chr2,2113,,MgL1_02g10100.1,MgS1_02g09670.1
11683,chr2,2114,Migut.B01018.1.v2.0|Migut.B01018.2.v2.0+,MgL1_02g10110.1,MgS1_02g09680.1
11684,chr2,2115,Migut.B01019.1.v2.0,MgL1_02g10120.1,MgS1_02g09690.1
4343,chr2,2116.5,,MgL1_02g10130.1,
4344,chr2,2117,Migut.B01020.1.v2.0,,
11685,chr2,2117,,,MgS1_02g09710.1|MgS1_02g09700.1+
11686,chr2,2118,,MgL1_02g10140.1,MgS1_02g09720.1
11687,chr2,2119,Migut.B01021.1.v2.0,MgL1_02g10150.1,MgS1_02g09730.1
4345,chr2,2119.28571428571,Migut.B01022.1.v2.0,,
4346,chr2,2119.57142857143,Migut.B01023.1.v2.0,,
4347,chr2,2119.85714285714,Migut.B01024.1.v2.0,,
4348,chr2,2120,,MgL1_02g10160.1,
11688,chr2,2120,,,MgS1_02g09740.1
4349,chr2,2120.14285714286,Migut.B01025.1.v2.0,,
4350,chr2,2120.42857142857,Migut.B01026.1.v2.0,,
4351,chr2,2120.71428571429,Migut.B01027.1.v2.0,,
11689,chr2,2121,Migut.B01028.1.v2.0,MgL1_02g10170.1|MgL1_02g10180.1+,MgS1_02g09750.1
4352,chr2,2121.5,,MgL1_02g10190.1,
11690,chr2,2122,Migut.B01029.1.v2.0,MgL1_02g10210.1,MgS1_02g09760.1
11691,chr2,2123,Migut.B01030.1.v2.0,MgL1_02g10220.1,MgS1_02g09770.1
11692,chr2,2124,,MgL1_02g10230.1,MgS1_02g09780.1
4353,chr2,2125,,MgL1_02g10240.1,
4354,chr2,2125,Migut.B01031.1.v2.0|Migut.B01031.2.v2.0+,,
11693,chr2,2125,,,MgS1_02g09790.1
11694,chr2,2126,,MgL1_02g10250.1,MgS1_02g09800.1
11695,chr2,2127,Migut.B01032.1.v2.0,MgL1_02g10260.1,MgS1_02g09810.1
11696,chr2,2128,,MgL1_02g10270.1,MgS1_02g09820.1
11697,chr2,2129,,MgL1_02g10280.1,MgS1_02g09830.1
11698,chr2,2130,Migut.B01033.1.v2.0,MgL1_02g10290.1,MgS1_02g09840.1
11699,chr2,2131,,MgL1_02g09950.1|MgL1_02g09930.1+,MgS1_02g09850.1
11700,chr2,2132,Migut.B01034.1.v2.0,MgL1_02g10300.1,MgS1_02g09860.1
11701,chr2,2133,Migut.B01035.1.v2.0,MgL1_02g10310.1,MgS1_02g09870.1
11702,chr2,2134,Migut.B01036.1.v2.0,MgL1_02g10320.1,MgS1_02g09880.1
4355,chr2,2135,Migut.B01037.1.v2.0,,
11703,chr2,2135,,,MgS1_02g09890.1
11704,chr2,2136,Migut.B01038.1.v2.0|Migut.B01038.2.v2.0+,MgL1_02g10330.1,MgS1_02g09900.1
11705,chr2,2137,Migut.B01039.1.v2.0,MgL1_02g10340.1,MgS1_02g09910.1
11706,chr2,2138,Migut.B01040.1.v2.0,,MgS1_02g09920.1
11707,chr2,2139,,MgL1_02g10350.1,MgS1_02g09930.1|MgS1_02g09960.1+|MgS1_02g10000.1+
11708,chr2,2140,Migut.B01043.1.v2.0,,MgS1_02g09940.1
11709,chr2,2141,,MgL1_02g10360.1,MgS1_02g09950.1
11710,chr2,2143,,MgL1_02g10370.1|MgL1_02g10380.1+|MgL1_02g10400.1+|MgL1_02g10420.1+|MgL1_02g10430.1+,MgS1_02g09970.1
4356,chr2,2144,,MgL1_02g10390.1,
11711,chr2,2144,,,MgS1_02g09980.1
4357,chr2,2145,,MgL1_02g10410.1,
11712,chr2,2145,,,MgS1_02g09990.1
4358,chr2,2146,Migut.B01041.1.v2.0|Migut.B01041.1.v2.0|Migut.B01042.1.v2.0+|Migut.B01042.1.v2.0+|Migut.B01044.1.v2.0+|Migut.B01044.1.v2.0+|Migut.B01057.1.v2.0+|Migut.B01057.1.v2.0+|Migut.B01057.2.v2.0+|Migut.B01057.2.v2.0+|Migut.B01057.3.v2.0+|Migut.B01057.3.v2.0+,MgL1_02g10440.1,
4359,chr2,2147,,MgL1_02g10450.1,
11713,chr2,2147,Migut.B01046.1.v2.0,,MgS1_02g10010.1
4360,chr2,2147.4,Migut.B01047.1.v2.0,,
4361,chr2,2147.8,Migut.B01048.1.v2.0,,
4362,chr2,2148,,MgL1_02g10470.1,
11714,chr2,2148,Migut.B01045.1.v2.0|Migut.B01051.1.v2.0+|Migut.B01055.1.v2.0+,,MgS1_02g10020.1
4363,chr2,2148.2,Migut.B01049.1.v2.0,,
4364,chr2,2148.6,Migut.B01050.1.v2.0,,
4365,chr2,2149,,MgL1_02g10480.1,
11715,chr2,2149,Migut.B01052.1.v2.0|Migut.B01056.1.v2.0+,,MgS1_02g10030.1
4366,chr2,2149.33333333333,Migut.B01053.1.v2.0|Migut.B01053.2.v2.0+|Migut.B01053.3.v2.0+,,
4367,chr2,2149.66666666667,Migut.B01054.1.v2.0,,
11716,chr2,2150,Migut.B01058.1.v2.0,MgL1_02g10490.1,MgS1_02g10040.1
4368,chr2,2150.5,Migut.B01059.1.v2.0,,
11717,chr2,2151,Migut.B01060.1.v2.0|Migut.B01060.2.v2.0+,MgL1_02g10500.1,MgS1_02g10050.1
11718,chr2,2152,,,MgS1_02g10060.1
11719,chr2,2153,,MgL1_02g10510.1,MgS1_02g10070.1
4369,chr2,2154,,MgL1_02g10520.1,
11720,chr2,2154,,,MgS1_02g10080.1
11721,chr2,2155,,MgL1_02g10530.1,MgS1_02g10090.1
11722,chr2,2156,,,MgS1_02g10100.1|MgS1_02g11160.1+|MgS1_02g11170.1+
11723,chr2,2157,,,MgS1_02g10110.1
11724,chr2,2158,Migut.B01061.1.v2.0,MgL1_02g10540.1,MgS1_02g10120.1
4370,chr2,2158.5,Migut.B01062.1.v2.0|Migut.B01062.2.v2.0+,,
11725,chr2,2159,Migut.B01063.1.v2.0,MgL1_02g10550.1,MgS1_02g10130.1
4371,chr2,2159.5,Migut.B01064.1.v2.0,,
11726,chr2,2160,Migut.B01065.1.v2.0|Migut.B01065.2.v2.0+,MgL1_02g10560.1,MgS1_02g10140.1
4372,chr2,2160.33333333333,Migut.B01066.1.v2.0,,
4373,chr2,2160.66666666667,Migut.B01067.1.v2.0,,
11727,chr2,2161,Migut.B01068.1.v2.0,MgL1_02g10570.1,MgS1_02g10150.1
11728,chr2,2162,,,MgS1_02g10160.1
11729,chr2,2163,,MgL1_02g10580.1,MgS1_02g10170.1
11730,chr2,2164,,,MgS1_02g10180.1
11731,chr2,2165,,,MgS1_02g10190.1
11732,chr2,2166,Migut.B01069.1.v2.0,MgL1_02g10590.1,MgS1_02g10200.1
4374,chr2,2167,,MgL1_02g10600.1,
4375,chr2,2167,Migut.B01070.1.v2.0,,
11733,chr2,2167,,,MgS1_02g10210.1
11734,chr2,2168,Migut.B01071.1.v2.0,MgL1_02g10610.1,MgS1_02g10220.1
11735,chr2,2169,Migut.B01125.1.v2.0,,MgS1_02g10230.1
11736,chr2,2170,,MgL1_02g10620.1,MgS1_02g10240.1
4376,chr2,2170.33333333333,Migut.B01072.1.v2.0,,
11737,chr2,2171,,,MgS1_02g10250.1
11738,chr2,2172,,MgL1_02g10630.1,MgS1_02g10260.1
4377,chr2,2172.66666666667,Migut.B01073.1.v2.0,,
11739,chr2,2173,,,MgS1_02g10270.1
11740,chr2,2174,,MgL1_02g10640.1|MgL1_02g10650.1+|MgL1_02g10670.1+,MgS1_02g10280.1
4378,chr2,2174.5,,MgL1_02g10660.1,
11741,chr2,2175,Migut.B01074.1.v2.0|Migut.B01074.2.v2.0+,MgL1_02g10680.1,MgS1_02g10290.1
11742,chr2,2176,,MgL1_02g10690.1,MgS1_02g10300.1
11743,chr2,2177,Migut.B01075.1.v2.0,MgL1_02g10710.1,MgS1_02g10310.1
11744,chr2,2178,Migut.B01076.1.v2.0,MgL1_02g10720.1,MgS1_02g10320.1
11745,chr2,2179,,,MgS1_02g10330.1
11746,chr2,2180,Migut.B01077.1.v2.0,MgL1_02g10730.1,MgS1_02g10340.1
11747,chr2,2181,Migut.B01078.2.v2.0|Migut.B01078.1.v2.0+,MgL1_02g10740.1,MgS1_02g10350.1
11748,chr2,2182,Migut.B01079.1.v2.0,MgL1_02g10750.1|MgL1_02g10760.1+,MgS1_02g10360.1
11749,chr2,2183,Migut.B01080.1.v2.0,MgL1_02g10770.1,MgS1_02g10370.1
4379,chr2,2183.33333333333,,MgL1_02g10780.1,
4380,chr2,2183.5,Migut.B01081.1.v2.0,,
4381,chr2,2183.66666666667,,MgL1_02g10790.1,
11750,chr2,2184,Migut.B01082.1.v2.0,MgL1_02g10800.1,MgS1_02g10390.1
11751,chr2,2185,Migut.B01083.1.v2.0,MgL1_02g10810.1,MgS1_02g10400.1
11752,chr2,2186,,,MgS1_02g10410.1
11753,chr2,2187,,MgL1_02g10820.1,MgS1_02g10420.1
11754,chr2,2188,,,MgS1_02g10430.1
4382,chr2,2189,,MgL1_02g10830.1,
11755,chr2,2189,,,MgS1_02g10440.1
11756,chr2,2190,,,MgS1_02g10450.1
11757,chr2,2191,Migut.B01084.1.v2.0,MgL1_02g10840.1,MgS1_02g10460.1
11758,chr2,2192,Migut.B01085.1.v2.0,MgL1_02g10850.1,MgS1_02g10470.1
11759,chr2,2193,Migut.B01086.1.v2.0,MgL1_02g10860.1,MgS1_02g10480.1
11760,chr2,2194,Migut.B01087.1.v2.0,MgL1_02g10870.1,MgS1_02g10490.1
11761,chr2,2195,,MgL1_02g10880.1,MgS1_02g10500.1
4383,chr2,2196,Migut.B01088.1.v2.0|Migut.B01088.1.v2.0|Migut.B01088.2.v2.0+|Migut.B01088.2.v2.0+,MgL1_02g10890.1,
11762,chr2,2196,,,MgS1_02g10520.1
11763,chr2,2197,Migut.B01089.1.v2.0,MgL1_02g10900.1,MgS1_02g10530.1
4384,chr2,2197.5,Migut.B01090.1.v2.0,,
11764,chr2,2198,Migut.B01091.1.v2.0,MgL1_02g10910.1,MgS1_02g10540.1
11765,chr2,2199,Migut.B01092.1.v2.0,MgL1_02g10920.1,MgS1_02g10550.1
11766,chr2,2200,Migut.B01093.1.v2.0,MgL1_02g10940.1,MgS1_02g10560.1
4385,chr2,2200.33333333333,,MgL1_02g10950.1,
4386,chr2,2200.66666666667,,MgL1_02g10960.1,
11767,chr2,2201,Migut.B01094.1.v2.0,MgL1_02g10970.1,MgS1_02g10570.1
11768,chr2,2202,Migut.B01095.1.v2.0,MgL1_02g10980.1,MgS1_02g10580.1
11769,chr2,2203,Migut.B01096.1.v2.0,MgL1_02g10990.1,MgS1_02g10590.1
4387,chr2,2203.5,,MgL1_02g11000.1,
11770,chr2,2204,Migut.B01097.1.v2.0,MgL1_02g11010.1,MgS1_02g10600.1
11771,chr2,2205,,,MgS1_02g10610.1
11772,chr2,2206,Migut.B01098.1.v2.0,MgL1_02g11020.1,MgS1_02g10620.1
11773,chr2,2207,,,MgS1_02g10630.1|MgS1_02g10640.1+
11774,chr2,2209,,,MgS1_02g10650.1
11775,chr2,2210,,,MgS1_02g10660.1
11776,chr2,2211,Migut.B01099.1.v2.0,MgL1_02g11030.1,MgS1_02g10670.1
11777,chr2,2212,Migut.B01100.1.v2.0|Migut.B01103.1.v2.0+|Migut.B01104.1.v2.0+,MgL1_02g11160.1,MgS1_02g10680.1
4388,chr2,2212.4,,MgL1_02g11080.1|MgL1_02g11090.1+,
4389,chr2,2213,Migut.B01101.1.v2.0,,
11778,chr2,2213,,,MgS1_02g10690.1
4390,chr2,2213.1,,MgL1_02g11100.1,
4391,chr2,2213.8,,MgL1_02g11110.1,
4392,chr2,2214,Migut.B01102.1.v2.0,,
11779,chr2,2214,,,MgS1_02g10700.1
4393,chr2,2214.5,Migut.B01105.1.v2.0|Migut.B01105.1.v2.0|Migut.B01106.1.v2.0+|Migut.B01106.1.v2.0+|Migut.B01107.1.v2.0+|Migut.B01107.1.v2.0+,MgL1_02g11120.1|MgL1_02g11170.1+,
11780,chr2,2215,,,MgS1_02g10710.1
4394,chr2,2215.2,,MgL1_02g11130.1,
4395,chr2,2215.9,,MgL1_02g11140.1,
4396,chr2,2216,Migut.B01108.1.v2.0,,
11781,chr2,2216,,,MgS1_02g10720.1
4397,chr2,2216.6,,MgL1_02g11150.1,
4398,chr2,2217,Migut.B01109.1.v2.0,,
11782,chr2,2217,,,MgS1_02g10730.1
4399,chr2,2218,Migut.B01110.1.v2.0,,
11783,chr2,2218,,MgL1_02g11180.1,MgS1_02g10740.1
4400,chr2,2218.5,,MgL1_02g11190.1,
11784,chr2,2219,Migut.B01111.1.v2.0,MgL1_02g11200.1,MgS1_02g10750.1
11785,chr2,2220,Migut.B01112.1.v2.0,MgL1_02g11210.1,MgS1_02g10760.1
11786,chr2,2221,,,MgS1_02g10770.1|MgS1_02g10990.1+
4401,chr2,2221.5,,MgL1_02g11220.1,
4402,chr2,2221.5,Migut.B01113.1.v2.0|Migut.B01131.2.v2.0+|Migut.B01131.3.v2.0+|Migut.B01131.1.v2.0+,,
11787,chr2,2222,Migut.B01130.1.v2.0,MgL1_02g11350.1,MgS1_02g10780.1|MgS1_02g10970.1+
11788,chr2,2223,Migut.B01114.1.v2.0,MgL1_02g11230.1,MgS1_02g10790.1
4403,chr2,2223.66666666667,Migut.B01115.1.v2.0|Migut.B01115.1.v2.0,MgL1_02g11240.1,
11789,chr2,2224,,,MgS1_02g10800.1
4404,chr2,2224.33333333333,,MgL1_02g11250.1,
11790,chr2,2225,Migut.B01116.2.v2.0|Migut.B01116.3.v2.0+|Migut.B01116.1.v2.0+,MgL1_02g11260.1,MgS1_02g10810.1
4405,chr2,2225.5,Migut.B01117.1.v2.0,,
11791,chr2,2226,Migut.B01118.1.v2.0,MgL1_02g11270.1,MgS1_02g10820.1
11792,chr2,2227,,,MgS1_02g10830.1
11793,chr2,2228,,,MgS1_02g10840.1
4406,chr2,2229,,MgL1_02g11280.1,
11794,chr2,2229,,,MgS1_02g10850.1
11795,chr2,2230,,,MgS1_02g10860.1
11796,chr2,2231,Migut.B01119.1.v2.0,MgL1_02g11300.1,MgS1_02g10870.1
11797,chr2,2232,Migut.B01120.2.v2.0|Migut.B01120.1.v2.0+,MgL1_02g11290.1,MgS1_02g10880.1
11798,chr2,2233,Migut.B01121.1.v2.0|Migut.B01121.2.v2.0+,MgL1_02g11310.1,MgS1_02g10890.1
11799,chr2,2234,,,MgS1_02g10900.1
11800,chr2,2235,,,MgS1_02g10910.1
11801,chr2,2236,,,MgS1_02g10920.1
11802,chr2,2237,Migut.B01122.1.v2.0,MgL1_02g11320.1,MgS1_02g10930.1
11803,chr2,2238,Migut.B01123.1.v2.0,MgL1_02g11330.1,MgS1_02g10940.1
11804,chr2,2239,Migut.B01124.2.v2.0|Migut.B01124.1.v2.0+,MgL1_02g11340.1,MgS1_02g10950.1
11805,chr2,2240,Migut.B01141.1.v2.0|Migut.B01142.2.v2.0+|Migut.B01142.1.v2.0+|Migut.B01142.3.v2.0+|Migut.B01142.4.v2.0+|Migut.B01142.5.v2.0+,MgL1_02g11540.1,MgS1_02g10960.1|MgS1_02g11070.1+
4407,chr2,2240.36842105263,Migut.B01126.1.v2.0,,
4408,chr2,2241,,MgL1_02g11360.1,
4409,chr2,2241.05263157895,Migut.B01127.1.v2.0,,
4410,chr2,2241.73684210526,Migut.B01128.1.v2.0,,
11806,chr2,2242,,MgL1_02g11370.1,MgS1_02g10980.1
4411,chr2,2242.42105263158,Migut.B01129.1.v2.0,,
4412,chr2,2242.66666666667,,MgL1_02g11380.1,
4413,chr2,2243.33333333333,,MgL1_02g11390.1,
4414,chr2,2243.78947368421,Migut.B01132.1.v2.0,,
11807,chr2,2244,,MgL1_02g11400.1,MgS1_02g11000.1
4415,chr2,2244.47368421053,Migut.B01133.1.v2.0,,
11808,chr2,2245,,MgL1_02g11410.1,MgS1_02g11010.1
4416,chr2,2245.84210526316,Migut.B01135.1.v2.0,,
11809,chr2,2246,Migut.B01134.1.v2.0,MgL1_02g11420.1,MgS1_02g11020.1
4417,chr2,2246.52631578947,Migut.B01136.1.v2.0,,
11810,chr2,2247,,,MgS1_02g11030.1
4418,chr2,2247.21052631579,Migut.B01137.1.v2.0,,
4419,chr2,2247.5,,MgL1_02g11450.1,
4420,chr2,2247.89473684211,Migut.B01138.1.v2.0,,
11811,chr2,2248,Migut.B01229.1.v2.0|Migut.B01230.1.v2.0+|Migut.B01231.1.v2.0+,MgL1_02g11430.1|MgL1_02g11440.1+|MgL1_02g11490.1+|MgL1_02g11530.1+|MgL1_02g12360.1+|MgL1_02g12370.1+|MgL1_02g12380.1+,MgS1_02g11040.1|MgS1_02g11060.1+|MgS1_02g11910.1+
4421,chr2,2248.25,,MgL1_02g11460.1|MgL1_02g11470.1+|MgL1_02g11520.1+,
4422,chr2,2248.57894736842,Migut.B01139.1.v2.0,,
4423,chr2,2249,,MgL1_02g11480.1,
11812,chr2,2249,,,MgS1_02g11050.1
4424,chr2,2249.26315789474,Migut.B01140.1.v2.0,,
4425,chr2,2249.75,,MgL1_02g11500.1,
4426,chr2,2250.5,,MgL1_02g11510.1,
11813,chr2,2252,Migut.B01145.1.v2.0,MgL1_02g11550.1,MgS1_02g11080.1
4427,chr2,2252.5,,MgL1_02g11560.1,
11814,chr2,2253,Migut.B01146.1.v2.0,MgL1_02g11570.1,MgS1_02g11090.1
4428,chr2,2254,Migut.B01147.1.v2.0,,
11815,chr2,2254,,MgL1_02g11580.1,MgS1_02g11100.1
11816,chr2,2255,Migut.B01148.1.v2.0,MgL1_02g11590.1,MgS1_02g11110.1
4429,chr2,2255.33333333333,Migut.B01149.1.v2.0|Migut.B01149.2.v2.0+,,
4430,chr2,2255.66666666667,Migut.B01150.1.v2.0,,
11817,chr2,2256,Migut.B01151.1.v2.0,MgL1_02g11610.1,MgS1_02g11120.1
4431,chr2,2256.5,Migut.B01152.1.v2.0,,
11818,chr2,2257,Migut.B01153.1.v2.0|Migut.B01153.2.v2.0+|Migut.B01154.1.v2.0+,MgL1_02g11600.1,MgS1_02g11130.1
11819,chr2,2258,,,MgS1_02g11140.1
11820,chr2,2259,,,MgS1_02g11150.1
11821,chr2,2262,Migut.B01155.1.v2.0|Migut.B01157.1.v2.0+,MgL1_02g11620.1,MgS1_02g11180.1
11822,chr2,2263,Migut.B01156.1.v2.0|Migut.B01158.1.v2.0+,MgL1_02g11630.1,MgS1_02g11190.1
4432,chr2,2263.66666666667,,MgL1_02g11640.1,
4433,chr2,2263.66666666667,Migut.B01159.1.v2.0,,
11823,chr2,2264,,,MgS1_02g11200.1
4434,chr2,2264.33333333333,,MgL1_02g11650.1,
4435,chr2,2264.33333333333,Migut.B01160.1.v2.0,,
11824,chr2,2265,Migut.B01161.1.v2.0,MgL1_02g11660.1,MgS1_02g11210.1
11825,chr2,2266,Migut.B01162.1.v2.0,MgL1_02g11670.1,MgS1_02g11220.1
11826,chr2,2267,Migut.B01163.1.v2.0,MgL1_02g11680.1,MgS1_02g11230.1
11827,chr2,2268,,MgL1_02g11690.1,MgS1_02g11240.1
11828,chr2,2269,Migut.B01164.1.v2.0,MgL1_02g11700.1,MgS1_02g11250.1
11829,chr2,2270,,,MgS1_02g11260.1
4436,chr2,2270.2,,MgL1_02g11710.1,
11830,chr2,2271,,,MgS1_02g11270.1
4437,chr2,2271.4,,MgL1_02g11720.1,
11831,chr2,2272,Migut.B01143.1.v2.0|Migut.B01165.1.v2.0+,,MgS1_02g11280.1
4438,chr2,2272.6,,MgL1_02g11730.1,
11832,chr2,2273,,,MgS1_02g11290.1
4439,chr2,2273.8,,MgL1_02g11740.1,
11833,chr2,2274,Migut.B01144.1.v2.0,,MgS1_02g11300.1
11834,chr2,2275,Migut.B01166.1.v2.0|Migut.B01166.2.v2.0+|Migut.B01166.3.v2.0+|Migut.B01166.4.v2.0+,MgL1_02g11750.1,MgS1_02g11310.1
11835,chr2,2276,Migut.B01167.1.v2.0,MgL1_02g11760.1|MgL1_02g11770.1+,MgS1_02g11320.1
11836,chr2,2277,Migut.B01168.1.v2.0|Migut.B01169.1.v2.0+,MgL1_02g11780.1,MgS1_02g11330.1
11837,chr2,2278,Migut.B01170.1.v2.0,MgL1_02g11790.1,MgS1_02g11340.1
11838,chr2,2279,Migut.B01171.1.v2.0,MgL1_02g11800.1,MgS1_02g11350.1
11839,chr2,2280,Migut.B01172.1.v2.0,MgL1_02g11810.1,MgS1_02g11360.1
11840,chr2,2281,Migut.B01173.2.v2.0|Migut.B01173.1.v2.0+,MgL1_02g11820.1,MgS1_02g11370.1
11841,chr2,2282,Migut.B01174.1.v2.0|Migut.B01174.2.v2.0+,MgL1_02g11830.1,MgS1_02g11380.1
11842,chr2,2283,Migut.B01175.1.v2.0,MgL1_02g11840.1,MgS1_02g11390.1
11843,chr2,2284,Migut.B01258.1.v2.0|Migut.B01259.1.v2.0+,,MgS1_02g11400.1
11844,chr2,2285,,MgL1_02g12770.1|MgL1_02g12950.1+,MgS1_02g11410.1
11845,chr2,2286,Migut.B01257.1.v2.0,MgL1_02g12940.1,MgS1_02g11420.1
11846,chr2,2287,Migut.B01256.1.v2.0,MgL1_02g12930.1,MgS1_02g11430.1
11847,chr2,2288,Migut.B01255.1.v2.0,MgL1_02g12920.1,MgS1_02g11440.1
11848,chr2,2289,Migut.B01254.1.v2.0,MgL1_02g12910.1,MgS1_02g11450.1
4440,chr2,2289.33333333333,,MgL1_02g12850.1,
11849,chr2,2290,Migut.B01253.1.v2.0,MgL1_02g12900.1,MgS1_02g11460.1
11850,chr2,2291,Migut.B01252.1.v2.0,MgL1_02g12890.1,MgS1_02g11470.1
11851,chr2,2292,Migut.B01251.1.v2.0,MgL1_02g12880.1,MgS1_02g11480.1
11852,chr2,2293,Migut.B01250.1.v2.0,MgL1_02g12870.1,MgS1_02g11490.1
11853,chr2,2294,Migut.B01194.2.v2.0|Migut.B01194.1.v2.0+,MgL1_02g12840.1,MgS1_02g11500.1
11854,chr2,2295,,MgL1_02g12830.1,MgS1_02g11510.1
4441,chr2,2295.5,,MgL1_02g12810.1,
4442,chr2,2296,,MgL1_02g12800.1,
4443,chr2,2296,Migut.B01196.1.v2.0,,
11855,chr2,2296,Migut.B01195.1.v2.0,MgL1_02g12820.1,MgS1_02g11520.1
4444,chr2,2296.5,,MgL1_02g12790.1,
11856,chr2,2297,Migut.B01197.1.v2.0,MgL1_02g12780.1,MgS1_02g11530.1
11857,chr2,2298,Migut.B01198.1.v2.0,MgL1_02g12760.1,MgS1_02g11540.1
11858,chr2,2299,Migut.B01199.1.v2.0,MgL1_02g12730.1,MgS1_02g11550.1
11859,chr2,2300,Migut.B01200.1.v2.0,MgL1_02g12720.1,MgS1_02g11560.1
11860,chr2,2301,Migut.B01201.1.v2.0,MgL1_02g12710.1,MgS1_02g11570.1
11861,chr2,2302,Migut.B01202.1.v2.0,MgL1_02g12700.1,MgS1_02g11580.1
4445,chr2,2302.5,,MgL1_02g12750.1,
11862,chr2,2303,Migut.B01203.1.v2.0,MgL1_02g12690.1,MgS1_02g11590.1
11863,chr2,2304,Migut.B01204.1.v2.0,MgL1_02g12670.1,MgS1_02g11610.1
4446,chr2,2304.5,,MgL1_02g12630.1,
11864,chr2,2305,Migut.B01205.1.v2.0,MgL1_02g12660.1,MgS1_02g11620.1
11865,chr2,2306,Migut.B01206.1.v2.0,MgL1_02g12650.1,MgS1_02g11630.1
11866,chr2,2307,Migut.B01207.1.v2.0,MgL1_02g12640.1,MgS1_02g11640.1
11867,chr2,2308,,,MgS1_02g11650.1
11868,chr2,2309,,,MgS1_02g11660.1
11869,chr2,2310,Migut.B01208.1.v2.0,MgL1_02g12620.1,MgS1_02g11670.1
4447,chr2,2310.5,Migut.B01398.2.v2.0|Migut.B01398.2.v2.0|Migut.B01398.1.v2.0+|Migut.B01398.1.v2.0+,MgL1_02g12610.1,
11870,chr2,2311,Migut.B01209.1.v2.0,MgL1_02g12600.1,MgS1_02g11680.1
11871,chr2,2312,Migut.B01210.1.v2.0,MgL1_02g12580.1,MgS1_02g11690.1
11872,chr2,2313,Migut.B01211.1.v2.0,MgL1_02g12570.1,MgS1_02g11700.1
11873,chr2,2314,,MgL1_02g10700.1,MgS1_02g11710.1
11874,chr2,2315,Migut.B01212.1.v2.0|Migut.B01212.2.v2.0+,MgL1_02g12560.1,MgS1_02g11720.1
11875,chr2,2316,Migut.B01213.1.v2.0,MgL1_02g12550.1,MgS1_02g11740.1
11876,chr2,2317,Migut.B01214.1.v2.0,MgL1_02g12540.1,MgS1_02g11750.1
11877,chr2,2318,Migut.B01215.1.v2.0,MgL1_02g12530.1,MgS1_02g11760.1
11878,chr2,2319,Migut.B01216.1.v2.0|Migut.B01216.2.v2.0+,MgL1_02g12520.1,MgS1_02g11770.1
11879,chr2,2320,Migut.B01217.1.v2.0,MgL1_02g12510.1,MgS1_02g11780.1
4448,chr2,2320.33333333333,,MgL1_02g12590.1,
11880,chr2,2321,,MgL1_02g12500.1,MgS1_02g11790.1
11881,chr2,2322,Migut.B01218.1.v2.0,MgL1_02g12490.1,MgS1_02g11800.1
11882,chr2,2323,Migut.B01219.1.v2.0,MgL1_02g12480.1,MgS1_02g11810.1
11883,chr2,2324,Migut.B01220.2.v2.0|Migut.B01220.1.v2.0+,MgL1_02g12470.1,MgS1_02g11820.1
11884,chr2,2325,Migut.B01221.1.v2.0|Migut.B01221.2.v2.0+,MgL1_02g12460.1,MgS1_02g11830.1
11885,chr2,2326,Migut.B01222.1.v2.0,MgL1_02g12450.1,MgS1_02g11840.1
11886,chr2,2327,Migut.B01223.1.v2.0,MgL1_02g12440.1,MgS1_02g11850.1
